retailer_code,SKU,barcode,available_stock,direct_url,country_id
1234,,5407007539741,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-200grams-marineblauw/?attribute_pa_kleur=klowie-c8dbb1c32945b0be493b7fcbf636aa98b3928768&attribute_pa_maat=klowie-2159a29c32f14c7ffd92d92af4310070aef0622f,528
1234,,5407007539758,1,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-200grams-marineblauw/?attribute_pa_kleur=klowie-c8dbb1c32945b0be493b7fcbf636aa98b3928768&attribute_pa_maat=klowie-75c41cf137a9a31823a6e465d81658ce9077457c,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-200grams-marineblauw/?attribute_pa_dekens-maat=7-0-213,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-400grams-marineblauw/,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-400grams-marineblauw/?attribute_pa_dekens-maat=6-0-183,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-400grams-marineblauw/?attribute_pa_dekens-maat=6-3-190,528
1234,,5425030833766,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-400grams-marineblauw/?attribute_pa_kleur=klowie-0229e960cf4cd5f02b4ed9299c09b7880b2ffdaf&attribute_pa_maat=klowie-2159a29c32f14c7ffd92d92af4310070aef0622f,528
1234,,5425030833773,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-400grams-marineblauw/?attribute_pa_kleur=klowie-0229e960cf4cd5f02b4ed9299c09b7880b2ffdaf&attribute_pa_maat=klowie-75c41cf137a9a31823a6e465d81658ce9077457c,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-staldeken-400grams-marineblauw/?attribute_pa_dekens-maat=7-0-213,528
1234,,5407008892333,4,https://www.ruitersport-levade.nl/product/kentucky-horsewear-polar-fleece-badages-velvet-pearls-beige/,528
1234,,5407008892319,4,https://www.ruitersport-levade.nl/product/kentucky-horsewear-polar-fleece-badages-velvet-pearls-zachte-roos/,528
1234,,5407008892326,4,https://www.ruitersport-levade.nl/product/kentucky-horsewear-polar-fleece-badages-velvet-pearls-dennengroen/,528
